Client,Warehouse,Product,2023-10-09,2023-10-16,2023-10-23,2023-10-30,2023-11-06,2023-11-13,2023-11-20,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01
2,251,7613,,,,,,,,,,,,,
2,251,7619,5.252716,5.2159295,5.1299996,5.1538553,5.1917777,5.136667,5.1129293,5.093716,5.069912,5.023488,5.0479627,5.0646777,5.0717745
2,251,7670,6.5727944,6.519302,6.414305,6.4570913,6.494058,6.4164176,6.3918867,6.3656816,6.34126,6.2775755,6.306415,6.329091,6.339189
2,251,7796,7.8957896,7.828788,7.695063,7.740462,7.783334,7.709615,7.681271,7.6429768,7.6189375,7.5439515,7.5781484,7.602889,7.5975804
2,251,7915,,,,,,,,,,,,,
2,251,7980,,,,,,,,,,,,,
2,251,8001,35.540535,35.285576,34.705574,34.935917,35.109695,34.751305,34.579075,34.451538,34.30027,34.017887,34.13839,34.256332,34.176895
2,251,8055,5.255435,5.2164,5.138485,5.1575866,5.2074466,5.1395655,5.1128845,5.092205,5.066853,5.0242543,5.04625,5.0646877,5.041091
2,251,8118,,,,,,,,,,,,,
2,251,8120,,,,,,,,,,,,,
2,251,8125,5.2537584,5.2109175,5.1314435,5.162808,5.575265,6.428942,6.392706,6.3654656,6.339429,6.2823987,6.312588,6.33109,6.334961
2,251,8160,15.784286,15.673683,15.409367,15.485686,15.603001,15.426116,15.361032,15.301064,15.228314,15.09483,15.162174,15.214426,15.218158
2,251,8180,,,,,,,,,,,,,
2,251,8261,,,,,,,,,,,,,
2,251,8297,,,,,,,,,,,,,
2,251,8342,13.150781,13.038513,12.832267,14.723515,15.579205,15.43646,15.365171,17.532583,18.31617,18.871767,18.954773,19.00883,19.02599
2,251,8346,,,,,,,,,,,,,
2,251,8372,,,,,,,,,,,,,
2,251,8382,,,,,,,,,,,,,
2,251,8387,5.253684,5.2119226,5.1309676,5.1515627,5.185357,5.1368628,5.1120834,5.09352,5.198872,6.280333,6.3123074,6.3301473,6.3367524
2,251,8413,9.20381,9.141052,8.995346,9.022733,9.086364,9.00318,8.959926,8.920808,8.880462,8.801887,8.853098,8.869815,8.871193
2,251,8501,,,,,,,,,,,,,
2,251,8511,,,,,,,,,,,,,10.17
2,251,8523,,,,,,,,,,,,,
2,251,8586,,,,,,,,,,,,,
2,251,8601,15.797322,15.672501,15.427059,15.517576,15.577692,15.442581,15.364296,15.299257,15.239334,15.096936,15.161532,15.206829,15.222678
2,251,8619,,,,,,,,,,,,,
2,251,8713,11.828323,11.756939,11.55095,11.623593,11.713286,11.570527,11.522469,11.472181,11.424445,11.321522,11.37131,11.408833,11.4296
2,251,8730,,,,,,,,,,,,,
2,251,8772,13.147334,13.064761,12.842581,12.914857,12.978387,12.888518,12.799333,12.745366,12.709138,12.571,12.629999,12.673334,12.652858
2,251,8775,,,,,,,,,,,,,
2,251,8809,9.1956415,9.14,8.9869995,8.9908,9.0708,9.033334,8.962222,8.927619,8.869355,8.802258,8.8475,8.863333,8.86196
2,251,8837,3.9335713,3.905476,3.846,3.8647437,3.8891208,3.8528392,3.8303277,3.812152,3.7974286,3.7608888,3.7829032,3.792706,3.7928705
2,251,8897,,,,,,,,,,,,,
2,251,8937,,,,,,,,,,,,,
2,251,8940,,,,,,,,,,,,,
2,251,8962,7.8885,7.8281603,7.7001977,7.7377625,7.784967,7.709591,7.6764975,7.642428,7.6094465,7.544176,7.576318,7.593737,7.6079817
2,251,9074,,,,,,,,,,,,,
2,251,9085,,,,,,,,,,,,,
2,251,9112,13.147601,13.055442,12.84769,12.920347,13.00038,12.857741,12.801484,12.745124,12.696002,12.57945,12.635788,12.673695,12.677518
2,251,9130,,,,,,,,,,,,,
2,251,9206,,,,,,,,,,,,,
2,251,9212,,,,,,,,,,,,,
2,251,9222,11.845057,11.750462,11.569208,11.612585,11.704794,11.58214,11.523754,11.477165,11.417847,11.318764,11.37159,11.401778,10.192411
2,251,9259,11.83481,11.749784,11.552535,11.622879,11.69508,11.576596,11.526244,11.471641,11.420655,11.318499,11.372325,11.405615,11.408058
2,251,9271,,,,,26.24,,,,,,,,
2,251,9307,,,,,,,,,,,,,
2,251,9427,,,,,,,,,,,,,
2,251,9444,,,,,,,,,,,,,
2,251,9558,,,,,,,,,,,,,
2,251,9661,,,,,,,,,,,,,
2,251,9688,6.5766664,6.5211115,6.412605,6.4494443,6.4837255,6.4175735,6.394498,6.3672357,6.3432817,6.28239,6.3093977,6.3273416,6.331154
2,251,9751,,,,,,,,,,,,,
2,251,9788,5.254815,5.2123075,5.1303334,5.165,5.2015386,5.1386843,5.1140003,5.0945,5.068889,5.02069,5.048095,5.0605884,5.0602503
2,251,9867,9.860898,9.786372,9.624,9.672526,9.752389,9.646606,9.59818,9.556796,9.5196905,9.434804,9.473657,9.4986515,9.507454
2,251,9924,14.478,14.361225,14.1235895,14.1675,14.3012,14.158823,14.082812,14.028,13.974444,13.828571,13.90963,13.953142,13.957222
2,251,9953,,,,,,,,,,,,,
2,251,10056,6.570244,6.5425234,5.136142,5.1508675,5.19,5.1315928,5.1168237,5.091,5.0707283,5.024679,5.046364,5.0643864,5.786144
2,251,10065,,,,,,,,,,,,,
2,251,10163,,,,,,,,,,,,,
2,251,10199,13.141363,13.051,12.858461,12.9279995,12.971428,12.865556,12.800303,12.7404,12.69617,12.573667,,,
2,251,10302,17.102728,16.986668,16.70125,16.79,16.917303,16.717968,16.648,16.577969,16.509405,16.35453,16.428074,16.474651,16.46641
2,251,10325,6.5657444,6.523958,6.422609,6.4556603,6.493878,6.428571,6.392174,6.366667,6.346778,6.280286,6.3126926,6.3292856,6.3309875
2,251,10422,13.145778,13.060488,12.843333,12.928182,13.01375,12.843023,12.7935295,12.741273,12.715147,12.574903,12.635358,12.675946,12.681702
2,251,10490,,,,,,,,,,,,,
2,251,10532,,,,,,,,,,,,,
2,251,10541,,,,,,,,,,,,,
2,251,10803,,,,,,,,,,,,,
2,251,10839,3.9360485,3.9068294,3.8444526,3.87061,3.8935385,3.8515003,3.8121698,3.8124018,3.798919,6.2995653,6.4249315,6.1835184,6.142549
2,251,11008,,,,,,,,,,,,,
2,251,11025,,,,,,,,,,,,,
2,251,11064,17.105661,16.985155,16.698668,16.800428,16.914452,16.713789,16.650782,16.578478,16.503845,16.355692,16.432629,16.488415,16.486807
2,251,11121,7.8877277,7.829574,7.707037,7.743243,7.7948,7.724706,7.6761293,7.6481085,7.605294,8.379432,8.854286,8.87091,8.887627
2,251,11129,,,,,,,,,,,,,
2,251,11265,,,,,,,,,,,,,
2,251,11335,11.838572,11.744761,11.565714,11.6575,11.693572,11.518666,11.50875,11.470714,11.441304,11.305,11.365789,11.410909,11.332
2,251,11390,,,,,,,,,,,,,
2,251,11444,7.881707,8.49,8.985963,9.048783,9.087446,8.985094,8.958293,8.923964,8.880405,8.805892,8.848111,8.870236,8.864561
2,251,11507,14.476861,14.354021,14.136842,14.221452,14.320472,14.144056,14.071827,14.024473,13.976364,13.842827,13.906667,13.95082,13.914041
2,251,11671,26.312763,26.123367,25.670801,25.865662,25.999172,25.764309,25.616642,25.51,25.392138,25.175854,25.286705,25.356436,25.362514
2,251,11711,3.9316664,3.9065216,3.8427587,3.8726923,3.8953571,3.8408694,3.8286488,3.813889,3.8034146,3.7691305,3.784091,3.794231,3.7983334
2,251,11750,21.057896,20.901817,20.545176,20.660538,20.797396,20.58122,20.489296,20.401375,20.314983,20.142189,20.227467,20.286308,20.250128
2,251,11818,13.152,13.052353,12.84,12.869473,12.991852,12.889394,12.808163,12.75619,12.718572,,,,10.694
2,251,11852,,,,,,,,,,,,,
2,251,11912,9.2015,9.125,8.983208,9.034253,9.095574,9.003117,8.960827,8.9154,8.884622,8.797308,8.8446665,8.868116,8.873411
2,251,11973,6.571,6.5231886,6.4183674,6.440819,6.4894,6.4238954,6.393636,6.3673754,6.342553,6.284903,6.308163,6.330435,6.3305297
2,251,12022,,,,,,,,,,,,,
2,251,12029,11.958278,12.565162,11.825991,11.61907,11.689351,11.579584,11.520231,11.471225,11.419657,10.459369,10.106326,11.362861,11.413234
2,251,12031,5.255493,5.2172728,5.1370215,5.167755,5.186744,5.1400003,5.11825,5.094286,5.0736203,5.021724,5.0509996,5.063,5.058036
2,251,12122,,,,,,,,,,,,,
2,251,12180,6.5702653,6.5283117,6.409883,6.4423037,6.4906945,6.4273043,6.3954597,6.3667107,6.34459,5.1948953,5.0469904,5.0655694,5.067559
2,251,12261,,,,,,,,,,,,,
2,251,12329,10.515938,10.449574,10.274783,10.354728,10.388667,10.290566,10.2371435,10.2005005,10.159625,10.062951,10.102728,10.1414585,10.138023
2,251,12338,,,,,,,,,,,,,
2,251,12353,,,,,,,,,,,,,
2,251,12386,5.2541494,5.2150435,5.127652,5.157883,5.1888113,5.136945,5.1132035,5.0920706,5.0774345,5.0252066,5.046,5.062703,5.0649276
2,251,12486,,,,,,,,,,,,,
2,251,12494,,,,,,,,,,,,,
2,251,12606,13.145484,13.068118,12.837913,12.936522,12.983694,12.862109,12.800438,12.743411,12.699035,12.581446,12.635925,12.679065,12.681384
2,251,12626,10.790793,10.411351,10.260555,10.306394,10.368212,10.277016,10.226,10.182903,10.148669,10.052074,10.0914,10.1239,10.1219
2,251,12650,11.833909,11.757011,11.552407,11.615484,11.734328,11.571385,11.519515,11.46948,11.432563,11.321133,11.369901,11.402273,11.423524
2,251,12750,6.587784,7.8319855,7.702821,7.7421355,7.950726,9.0038395,8.959933,8.91783,8.879129,8.804432,8.84529,8.872161,8.872602
2,251,12766,7.885,7.827311,7.7028127,7.7452292,7.786935,7.715,7.674474,7.6431847,7.6205916,6.380955,6.31175,6.330161,6.3326025
2,251,12810,,,,,,,,,,,,,
2,251,12953,,,,,,,,,,,,,
2,251,12987,6.945,6.8599997,6.797857,6.8374996,6.8881965,6.804286,6.780588,6.8615727,7.6059737,7.5405884,7.5783606,7.599412,7.7098246
2,251,13053,10.5199995,10.464,10.609459,10.331515,10.386,10.282778,10.243199,10.2,10.1514635,10.059131,10.110667,10.141765,10.141539
2,251,13072,10.520146,10.4367695,10.276,10.322653,10.391511,10.292685,10.2413845,10.199635,10.153735,10.061178,10.106051,10.136682,10.134954
2,251,13135,,,,,,,,,,,,,
2,251,13138,13.163024,13.056136,12.8556,12.879565,13.003428,12.86,12.800416,12.749756,12.703947,12.580358,12.636562,12.686875,12.663959
2,251,13150,6.5753913,5.2119355,5.131629,5.1680555,5.1974998,5.138384,5.113303,5.0930347,5.0718393,5.0254483,5.0474844,5.256048,6.329899
2,251,13221,,,,,,,,,,,,,
2,251,13237,,,,,,,,,,,,,
2,251,13260,,,,,,,,,,,,,
2,251,13424,6.5692744,6.5251684,6.414111,6.3026214,5.1925,5.1362042,6.160714,6.3690767,6.3375487,5.3141108,5.0461845,5.0613184,5.0670586
2,251,13444,26.330757,26.14,25.709833,25.828596,25.996826,25.7012,25.6224,25.49963,25.380909,25.18818,25.278946,25.357143,25.37291
2,251,13513,10.51,10.466842,10.261562,10.326,10.384583,10.293513,10.24125,10.19125,10.142667,10.059999,10.1050005,10.141786,10.154231
2,251,13535,,,,,,,,,,,,,
2,251,13546,9.203334,9.139167,8.981176,9.060454,9.0745,8.990357,8.9632,8.923889,8.88125,8.7935,8.86,,8.89
2,251,13599,6.568775,6.521667,6.4143877,6.4544,6.48119,6.4322333,6.3955336,6.365565,6.333353,6.278209,6.31221,6.3296266,6.326667
2,251,13619,19.526194,19.591095,19.283134,19.26055,18.215876,18.021656,17.91554,17.847862,17.782137,17.61699,17.691448,17.752195,17.776173
2,251,13655,13.150001,13.052449,12.844,12.95349,12.988932,12.859545,12.804323,12.755752,12.693226,12.58284,12.642273,12.678334,12.688777
2,251,13667,,,,,,,,,,,,,
2,251,13682,,,,,,11.54,,,,11.338333,11.389,11.413479,11.409032
2,251,13688,,,,,,,,,,,,,
2,251,13747,7.8878727,7.8294735,7.6990247,7.746591,7.7970586,7.7221622,7.676429,7.6475,7.6172,7.5497775,7.578,7.6024,7.6008334
2,251,13784,,,,,,,,,,,,,
2,251,13813,18.41596,18.283842,17.979237,18.126635,18.199999,18.018564,17.930283,17.854565,17.787838,17.625881,17.693867,17.755678,17.752947
2,251,13855,,7.8059998,7.6924996,7.7588573,7.8033338,7.683333,7.670769,7.63375,7.6193333,7.542222,7.5733333,7.6125,7.603333
2,251,13918,,,,,,,,,,,,,
2,251,14012,,,,,,,,,,,,,
2,251,14023,,,,,,,,,,,,,
2,251,14062,,,,,,,,,,,,,12.7175
2,251,14168,10.52,10.447963,10.26309,10.341455,10.381147,10.283908,10.237414,10.200248,10.152013,10.067877,10.102828,10.133389,10.129855
2,251,14188,7.8865423,7.832635,7.7031317,7.728643,7.786187,7.708846,7.67491,7.644821,7.617255,7.545726,7.5739074,7.601132,7.610962
2,251,14253,15.772581,15.669375,15.402647,15.497289,15.727778,,,,15.228666,12.67422,12.635862,12.67149,12.700833
2,251,14258,,,,,,,,,,,,,
2,251,14298,,,,,,,,,,,,,
3,148,784,49.887142,49.97,49.825,49.84111,49.97,49.905556,49.873333,49.97,49.97,49.97,49.905556,49.97,49.97
3,148,837,10.948182,10.97,10.97,10.898001,10.955882,10.915455,10.97,10.97,10.948182,10.925,10.927648,10.96077,10.929999
3,148,1649,9.95,9.938001,9.9467745,9.908286,8.6,9.136531,8.028214,9.951538,9.958,9.958401,9.97,9.97,9.97
3,148,2125,29.92122,29.84027,30.484001,30.40815,29.867142,29.911177,30.328571,30.240223,29.903334,29.816809,29.77606,29.94647,29.855217
3,148,3129,6.928757,6.97,9.406132,7.3016305,6.7498946,6.9700003,7.1758823,9.969999,9.969999,9.97,8.5435295,8.47,9.0794735
3,148,3132,14.951818,14.896316,14.951818,14.97,13.918667,14.97,14.93,14.97,14.941428,14.95,14.936667,14.93,14.97
3,148,3621,6.947273,6.9362793,9.491526,9.91,9.201286,8.627288,7.8889794,9.969999,9.880179,9.704133,9.97,9.97,9.97
3,148,4049,12.518646,12.507805,12.560555,10.322077,9.585961,9.94537,11.97,11.969999,11.97,11.969999,12.204491,11.97,12.815098
3,148,4401,13.4193325,13.108869,13.795185,13.564375,13.5963335,13.55353,13.470769,13.594544,13.642222,13.261999,11.87,11.87,13.658182
3,148,4818,26.97,25.2675,26.71778,26.591667,25.645834,26.970001,26.97,26.970001,26.516,25.672857,26.97,26.97,26.254375
3,148,4891,17.97,17.97,15.72375,17.97,17.97,17.97,17.97,17.875713,17.896667,17.9425,17.9425,17.875713,17.97
3,148,5153,7.944074,7.888288,8.852328,9.961819,9.956153,9.947359,9.919474,9.927777,10.173585,9.952857,9.923845,9.966364,9.957143
3,148,5430,29.87,29.828823,29.87,28.885357,29.836668,27.664616,29.95,29.881111,29.970001,29.912857,25.75125,25.47,27.08125
3,148,5560,110.63384,119.97,119.84273,119.62,119.96999,119.62,119.96999,119.97,119.736664,119.822624,119.736664,119.97,119.97
3,148,5658,32.97,32.932,32.969997,32.97,30.222502,32.97,32.97,32.894,32.78,32.97,32.915714,32.97,32.9575
3,148,6054,87.455,86.6369,70.72013,70.32552,69.724495,73.67754,79.668976,79.866066,86.49285,89.40037,89.88285,89.26952,83.43941
3,148,6785,69.82,69.87,69.70685,65.73647,69.83667,69.816154,69.92,66.9712,69.852356,69.73923,69.770004,69.886665,69.97
3,148,6954,8.773859,8.97,8.744166,8.956667,8.233514,8.16641,7.5968657,8.97,8.97,8.97,8.97,8.969999,8.97
3,148,7196,76.456955,77.55572,77.054214,77.07769,76.346,77.97,77.245,77.141426,77.97,77.62882,74.301926,77.245,77.07769
3,148,7491,19.945456,19.8725,19.914413,19.09,19.937273,19.866764,19.915998,19.91,19.97,19.775938,19.93625,19.892857,19.7825
3,148,7723,79.78818,79.58538,79.91118,79.97,79.74777,79.96999,79.97,79.87,79.893074,79.97,75.52555,71.97,74.255714
3,148,7786,43.97,43.97,43.97,43.920002,43.97,43.97,43.89857,43.97,43.914444,43.88667,43.97,43.97,43.97
3,148,8147,8.925556,8.942727,8.914445,8.9366665,8.924545,8.939231,9.073333,13.4414625,8.97,8.898571,10.312222,8.97,8.97
3,148,8370,35.822002,34.821854,34.662308,34.71074,34.76167,35.714,34.5325,34.747776,34.79353,33.488274,34.636665,34.97,34.698235
3,148,8829,16.074999,16.97,16.97,16.91,16.91,16.89,16.97,16.934,16.9475,16.91,16.835,16.97,16.97
3,148,8973,179.97,179.81616,179.89592,173.971,179.77,175.24274,179.96999,179.97,172.14522,179.97,179.97,179.97,155.972
3,148,9017,23.308334,27.87,27.97,27.97,27.970001,27.97,27.970001,27.895,27.82,27.769999,27.97,27.97,27.8575
3,148,9295,9.952857,9.961429,9.940811,9.941034,9.924043,9.935714,9.96,9.922453,9.965714,9.937272,9.919678,9.966129,9.922
3,148,9342,9.94,9.97,9.97,9.868461,9.91,9.97,9.97,9.877692,9.97,9.93,9.97,9.97,9.97
3,148,10315,9.952,9.97,9.925,9.963333,9.956667,9.952857,9.97,9.97,9.97,9.97,9.937272,9.956667,9.946
3,148,10540,19.97,19.97,19.97,19.915,19.925999,19.95842,19.962902,19.97,19.907143,19.892353,19.97,19.949047,19.97
3,148,10561,187.52,187.50333,171.35992,172.38022,168.97,177.2069,178.76674,179.72496,185.28233,187.75417,188.709,187.81615,173.60452
3,148,11420,10.936,10.962727,10.953448,10.93,10.964,10.9484,10.958,10.916667,10.937568,10.942,10.944285,10.97,10.951739
3,148,11657,9.958,9.955,8.545714,9.952857,9.94,9.97,9.96077,9.969999,9.969999,9.9539995,9.97,9.969999,9.946
3,148,12584,84.825554,84.845,84.70214,84.773926,83.55149,84.80871,84.84778,84.83179,84.9319,84.887245,84.87826,84.86474,84.70016
3,148,13024,8.94,8.93,8.955217,8.903479,8.598846,8.923636,8.901999,8.97,8.937619,8.928302,8.932222,8.9428005,8.960555
3,148,13029,109.89258,109.627144,109.91783,109.86565,109.60478,109.922005,109.93471,109.71736,109.97,109.92714,109.82882,109.909996,109.869995
3,148,13377,83.087654,82.793526,82.60637,82.58111,83.37476,83.2347,83.97,83.18875,83.49381,83.0325,80.176765,82.87625,83.97
3,148,13762,16.409678,16.31926,16.903334,16.895,16.941427,16.948572,16.97,16.92,16.962,16.903334,16.890001,16.9,16.950953
4,39,6,,,,,,,,,,,,,
4,39,12,,,,12.0,,,,,,,,,
4,39,185,,,,,,,,,,,,,
4,39,423,,,,,14.5,14.5,,,,,,,
4,39,608,,,,,,,,,,,,,
4,39,684,,,,,,,,,,,,,
4,39,690,,,,,,,,,,,,,
4,39,868,,9.9,,,,,,,,,,,
4,39,1053,,,,,,,,,,,,,
4,39,1079,,50.0,50.0,50.0,50.0,50.0,,,,,,,
4,39,1437,,,,,,,,,,,,,
4,39,1574,,,,,,30.0,,,,,,,
4,39,2036,,,,,,,,,,,,,
4,39,2214,,35.0,,,35.0,35.0,,,,,,,
4,39,2222,,,,,,,,,,,,,
4,39,2227,,,,,,,,,,,,,
4,39,2420,,,,,17.0,,,,,,,,
4,39,2673,,,,,,,,,,,,,
4,39,2740,,38.0,38.0,,38.0,,,,,,,,
4,39,3134,28.0,,,,,,,,,,,,
4,39,3244,,,,,,,,,,,,,
4,39,3268,,,,,,,,,,,,,
4,39,3369,,,,,,,,,,,,,
4,39,3477,,16.5,,,,,,,,,,,
4,39,3512,24.0,,,24.0,24.0,,,,,,,,
4,39,3534,,,,16.5,,,,,,,,,
4,39,3697,,,,,,,,,,,,,
4,39,3913,,,,,,,,,,,,,
4,39,3926,,,,,,,,,,,,,
4,39,4313,24.0,,,,,,,,,,,,
4,39,4693,,18.0,,18.0,,,,,,,,,
4,39,5094,,,,,,,,,,,,,
4,39,5110,22.0,,22.0,,,,,,,,,,
4,39,5179,,,,,11.0,,,,,,,,
4,39,5242,,,50.0,50.0,,,,,,,,,
4,39,5325,24.0,,,,,,,,,,,,
4,39,5362,,,,,,,,,,,,,
4,39,5487,,,,,,,,,,,,,
4,39,5879,,,,,,,,,,,,,
4,39,5951,14.5,,,,,,,,,,,,
4,39,6498,,,,,,,,,,,,,
4,39,6985,,,,,,,,,,,,,
4,39,7144,,,,,16.0,,,,,,,,
4,39,7248,,,,,16.0,,,,,,,,
4,39,7281,,,,,,14.5,,,,,,,
4,39,7530,,,,,,,,,,,,,
4,39,8317,,,,,,,,,,,,,
4,39,8683,,,,11.75,,,,,,,,,
4,39,9249,28.0,,,,,,,,,,,,
4,39,9496,19.0,,,,,,,,,,,,
4,39,9981,,,,,,,,,,,,,
4,39,10191,,16.5,,,16.5,,,,,,,,
4,39,10511,,,,,,,,,,,,,
4,39,10538,24.0,,,,,,,,,,,,
4,39,10784,,,,,,,,,,,,,
4,39,10818,,12.0,,,,,,,,,,,
4,39,10905,,,,,,,,,,,,,
4,39,10930,16.0,,,,,16.0,,,,,,,
4,39,11458,,,,,,,,,,,,,
4,39,11582,,,,,,,,,,,,,
4,39,11696,,,,,,,,,,,,,
4,39,11837,,,16.5,,16.5,,,,,,,,
4,39,11907,,,,,,,,,,,,,
4,39,12305,,,,35.0,,,,,,,,,
4,39,12425,,,,,,,,,,,,,
4,39,12498,,,,,14.5,,,,,,,,
4,39,12500,,,,,,,,,,,,,
4,39,12761,,,,,,11.5,,,,,,,
4,39,12927,,,,,,,,,,,,,
4,39,13222,,13.0,,,,13.0,,,,,,,
4,39,13327,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,
4,39,13347,,,17.5,,,,,,,,,,
4,39,13758,,,,,,,,,,,,,
4,39,13937,,24.0,,,,,,,,,,,
4,39,13949,,,,,,,,,,,,,
4,39,14142,,,,,,16.0,,,,,,,
4,55,64,17.0,17.0,,17.0,17.0,17.0,17.0,,,,,,
4,55,348,,48.0,,,,,48.0,,,,,,
4,55,411,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,
4,55,442,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
4,55,648,,38.0,,38.0,38.0,38.0,38.0,38.0,,38.0,,38.0,38.0
4,55,684,,,24.0,24.0,,24.0,24.0,24.0,24.0,,,,
4,55,1879,,,,,,,48.0,,,,,,48.0
4,55,2231,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,14.0
4,55,2474,,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,
4,55,2651,,,,,,,,,,,,,33.0
4,55,2715,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
4,55,2740,,,,,50.0,50.0,50.0,,,50.0,,50.0,50.0
4,55,2802,,15.0,15.0,,15.0,15.0,15.0,,,15.0,15.0,,15.0
4,55,3070,,,,,,,,,18.0,,18.0,18.0,
4,55,3116,26.0,26.0,26.0,,26.0,26.0,26.0,26.0,26.0,26.0,,,
4,55,3121,45.0,45.0,45.0,,,,,,,,,,
4,55,3143,,,,,,,39.0,,39.0,39.0,,,
4,55,3162,25.0,25.0,,25.0,25.0,25.0,25.0,25.0,,25.0,25.0,25.0,25.0
4,55,3249,16.5,16.5,,,,,,,,,,,16.5
4,55,3275,12.5,,,,,,,,,,,12.5,12.5
4,55,3846,16.0,16.0,16.0,16.0,16.0,,16.0,,,,,,
4,55,4274,28.0,28.0,28.0,28.0,,28.0,28.0,28.0,28.0,28.0,28.0,28.0,
4,55,4304,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
4,55,4949,12.5,12.5,12.5,12.5,12.5,12.5,12.5,,12.5,12.5,12.5,12.5,
4,55,5005,,,,,,,,,,,,,
4,55,5160,,,,,17.0,17.0,17.0,17.0,17.0,17.0,,,
4,55,5331,21.0,21.0,21.0,,,,,,,,21.0,21.0,21.0
4,55,5361,19.0,,19.0,,19.0,,19.0,19.0,19.0,19.0,19.0,19.0,19.0
4,55,5491,,,,,,32.0,,,,,,,
4,55,5527,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,
4,55,5541,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,,
4,55,6034,,,,,,,,,,,,,
4,55,6087,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
4,55,6515,30.0,30.0,30.0,30.0,30.0,,30.0,,,,,,
4,55,6610,,,,,,,,,,,,,
4,55,6645,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
4,55,6783,45.0,45.0,,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,,
4,55,6903,17.0,,,,,,,,,,,,
4,55,7141,,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
4,55,7143,,,,,64.0,64.0,64.0,64.0,64.0,64.0,,,64.0
4,55,7283,16.0,16.0,,16.0,16.0,16.0,16.0,,16.0,16.0,16.0,16.0,16.0
4,55,7294,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
4,55,7492,,,,,,,,,,,,,
4,55,7530,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,
4,55,7753,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
4,55,8179,,18.0,18.0,18.0,18.0,18.0,,,18.0,18.0,,,
4,55,8244,,,,,,,,,,,,,
4,55,8255,27.0,27.0,,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
4,55,8547,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
4,55,8725,,,,,48.0,,48.0,48.0,48.0,,,48.0,
4,55,8886,13.0,13.0,13.0,,,,,,,,13.0,13.0,13.0
4,55,9249,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
4,55,10180,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,
4,55,10210,,,,,,,,,,,,,
4,55,10286,14.0,14.0,14.0,,,,,,,,,,
4,55,10288,,,,,,,,,,45.0,45.0,45.0,45.0
4,55,10626,24.0,24.0,,,,24.0,24.0,24.0,,,24.0,,24.0
4,55,10827,12.5,12.5,12.5,12.5,12.5,,,,,,,,12.5
4,55,11090,26.0,,,,,,,,,,,,
4,55,11434,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,16.0,,,,
4,55,11468,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,20.0,20.0,20.0
4,55,11705,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,
4,55,12011,19.0,19.0,19.0,19.0,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0
4,55,12227,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
4,55,12615,,,,22.0,,,,,,,,,
4,55,12633,17.0,17.0,,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
4,55,12915,19.0,19.0,19.0,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
4,55,13327,50.0,50.0,50.0,50.0,,,,,,,,,
4,55,13549,18.5,18.5,,,,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
4,55,13581,16.5,,,,,,,,16.5,16.5,16.5,16.5,16.5
4,55,13907,,,,,12.0,12.0,12.0,,12.0,12.0,,,
4,55,14101,27.0,27.0,,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
4,55,14155,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,19.0,
4,55,14299,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,
4,98,185,,,,,,,,,,,,,44.2
4,98,245,,,,,30.0,,,25.5,,,,,
4,98,648,,,,,,,,,,,,,
